"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 01 16:25:53 BST 2024","Mon Jul 01 16:26:19 BST 2024","26020","","","","","","loginValidations",""
